[General]
Name|Derek
c808b714-c817-4f0e-bb38-c5804aef21b5|Sucesso! Agora só preciso garantir que ele não consiga voltar pela janela.
c956d966-85a5-42bc-a58a-eebcbdddb990|Preciso garantir que o Derek, a Amy e o Patrick estejam disponíveis para esta missão superimportante.
cacaa267-a084-480b-bcc2-9c69a8a9808b|Sinto que estamos prestes a chegar ao clímax. Ai, mano. Qual, eu não sei... só o tempo dirá. Agora pode ser minha última chance de reunir informações sobre as besteiras que fiz no passado...
ce9b487d-9742-4635-ac3f-c259a0656f94|Acho que vou ter que encontrar alguém com credenciais do YouTool para evitar os anúncios.
d0683dff-9b6c-403a-904d-e26ae39fa800|Ho ho! Ótimo! Momento perfeito, Derek!
d099edbf-0bb7-4c17-82e5-0442b74fab2f|Ajudar o Derek é legal, mas preciso tomar cuidado para não bater nele!
d15895c2-8a02-4c95-b7dc-b021e8898d85|O Derek não está totalmente errado. Eu deveria falar com a Brittney.
d2d8e9cb-8a15-4130-9b87-7e7ddfb96558|Bem, eu não esperava por isso... merda. E agora?
d5445771-ea01-44b0-9538-6cf89984b8f6|Ela tem razão. Eu não gosto de perder. ...Mas acho que esses movimentos que a Steph me ensinou são exatamente o que preciso para garantir que isso não aconteça!
d788ee47-ca72-431b-abd0-d612073ea2c0|Na verdade, não é uma má ideia. Agora só preciso achar algo para beber...
d88f3e65-d600-4a6a-87c5-e23f8c10a07c|Como vou sair com o Derek e chegar ao armário a tempo? Acho que está na hora de ver se ainda sou tão ágil quanto era no ensino médio. Vai, tucanos!
d92c96ae-920d-4c71-afa0-fdbc8e1f69aa|Ele tropeçou! Nem precisei usar a mecânica de combate! Vai, eu!
db561575-35a3-454c-b6e4-bfaf6a536d7d|Ele não parece feliz. Pode parar de me ajudar se eu continuar assim. Claro, posso continuar fazendo isso 24 horas por dia, 7 dias por semana. Não, espera... Eu não quis dizer isso... o que eu quis dizer é que cultivar a semente da amizade não é espalhar a minha nele. Eu deveria passar menos tempo falando sozinha e mais tempo sem gozar nas pessoas.
dd396bf8-0949-4eef-bffe-07415cd268bb|Parece que o Derek salvou a minha pele! Ou a minha cara. Ou os dois... como se alguém fosse perceber a diferença depois que o Frank terminasse comigo.
de5943ca-52dd-41e6-b74d-8bc5de5b7056|Bem, agora entendo por que o Derek queria aquelas chaves...
e36e56a8-b6fb-4088-8a6a-df546f2559ac|*Você deu um Natty Lite ao Derek.*
e5a66ddd-3dee-48ae-b21a-a9ea065a7a76|Preciso recuperar o fôlego antes de fazer isso...
e5b02a5c-79f6-4207-89de-9dd0a9c6b30e|Ah, é, merda! É hora de beber! Ah, merda, isso não vai me ajudar a lembrar dos bons velhos tempos. Hmm, será que mais alguém pode me ajudar a lembrar...
e7f523da-2011-486d-a009-0b79225ea293|Ai. Acho que respondi uma ou duas das minhas perguntas anteriores.
e8cf29ef-834e-4eea-b488-943e93477c2e|Assim que todos estiverem em suas posições, é melhor eu me preparar. Talvez seja uma boa ideia começar pela cozinha ou em algum lugar atrás do Patrick.
ea4c0066-09d9-430d-ae44-a4f343c71598|Hmm. Alguém deve saber o que aconteceu com o Derek. Talvez eu devesse perguntar por aí...
ece8a42e-0615-4b64-a60e-91c033af077e|O Derek adora dançar... tipo, muito, muito mesmo. Acho que poderia usar isso contra ele de alguma forma, mas... não. Já superei.
ed508ae2-b568-4ffa-9973-8ee80f692c90|Preciso encontrar um jeito de tirar o Derek daquela porta para que eu e a Madison possamos dar vazão aos nossos caprichos artísticos.
ee5d12b7-1f15-4caa-bb18-821e7e2412d7|Preciso garantir que o Derek, a Amy e o Patrick estejam disponíveis primeiro.
ef023df9-e90c-4f24-b352-5320dcd0169f|Assim que todos estiverem em posição, preciso me preparar para entrar em modo furtivo. Pode ser uma boa ideia começar perto da porta, atrás do Patrick.
f1795b6e-25e5-4160-aa80-0bf7f7617051|Preciso garantir que Derek, Amy e Patrick estejam disponíveis primeiro.
f3c67a2d-a67a-4581-ad83-6e1ae20771e0|Parece que Derek e Lety não se deram bem. O que será que aconteceu?
f964296e-2238-40cc-b3ae-2751ae386e32|Caramba, foi por pouco! Nossa, a Madison está chegando... É melhor eu ir ver o Derek depois de falar com ela...
fc1c711d-b515-47a3-9315-edfca68b499f|Eu sei que eles dormiram juntos... Hmm, talvez eu devesse ver o que a Ashley tem a dizer.

[Background Chatter]
BGC1|Essas são as minhas pessoas! Estou animada em saber que estamos todos sob o mesmo teto pela primeira vez em muito tempo.
BGC2|É, Madison e eu estamos bem. Ei, você assistiu ao jogo ontem à noite?
BGC3|Alguém deve ter tentado comer alguma coisa antes de chegar aqui, porque estou sentindo cheiro de hambúrguer gorduroso lá fora.
BGC4|Algumas das obras de arte por aqui são reais... únicas. Acho que isso é de se esperar quando se está na casa de um artista.
BGC5|Você tem tempo? Preciso ligar para o meu irmão, e o tempo dele no telefone é muito... limitado.
BGC6|Não acredito que meu amigo veio, sério! Eles geralmente só conhecem as pessoas através do Reino da Rebelião. Ou através daquela parte de A Lista do Rick que as pessoas não gostam de falar. 
BGC7|Aquele pinguim fica me encarando, cara. Não sei do que se trata...
BGC8|É uma loucura para mim o tamanho desta casa. O armário do quarto da Madison é ENORME! Não que eu vá ao quarto da Madison... o que há de errado com você?
BGC9|Sinto tanta falta do Purgalicious, cara...
BGC10|Não suporto merda nenhuma. É por isso que só convidei meu amigo, que é conhecido por nunca causar problemas...
BGC11|Tipo 220-230. O que há de errado com você?
BGC12|Oooh, lá vamos nós... do que diabos você está falando?
BGC13|Droga, antes que você perceba, estará levantando uma secadora cheia de blocos de concreto como se não fosse nada.
BGC14|Purgalicious, droga, você era um bom gato. Espero que você seja a Rainha dos Vira-Latas agora, transando com todos os outros gatos de rua como uma grande prostituta peluda. Espero que meu poema chegue até você onde quer que esteja.
BGC15|Madison não é tão ruim assim...
BGC16|Como um bloqueador de celular? Acho que você está imaginando coisas, Ash.
BGC17|Será que eu deveria ranger os dentes tanto quanto estou rangendo?
BGC18|Sim, é! Eu não ia dizer nada, mas minha Anaconda é mais como uma minhoca de goma. A diversão dessa droga é foder?
BGC19|Falando nisso, esqueci de contar a fascinante história de Ferdinand Calhoon, inventor do apito a vapor. Em 1803...
BGC20|Considere feito. Mas saiba que Patrick não é de todo ruim. Quer dizer, ele é muito ruim, mas também tem um pouco de bom. Enterrado bem fundo, bem fundo. Real, real, bem fundo.
BGC21|Hum... Como passamos de falar sobre a Feira Renascentista para me dizer como transar melhor com alguém?
BGC22|Uma campanha de D&D só para meninas? Eu estou lá! Sabe, eu era presidente do meu Clube de D&D no ensino médio... Estou tão em forma agora porque apanhava todo dia naquela época!
BGC23|Meu Deus, o que há de errado com você?
BGC24|Acho que entendi perfeitamente. Você quer que eu diga que você não é furry quando, com base em todas as informações que você forneceu sobre si mesmo, que eu NÃO pedi para saber, você claramente é um furry.
BGC25|Eles estão tentando pular a cerca? Porque a técnica que seu amigo acabou de apresentar... é besteira.
BGC26|Purgalicious? Se você ainda estiver aqui, querida, pode sair. O papai está aqui.
BGC27|Vou te impedir agora mesmo. Preciso cagar.
BGC28|Está vendo aquele outdoor gigante que a prefeitura colocou bem em frente ao bairro de Madison? Consigo ouvir o zumbido daqui. Vou enrolar a cabeça em papel-alumínio ou algo assim.
BGC29|Ando experimentando alguns desses jogos de battle royale. Eu... sou louco por eles. Levar uma surra de moleques de 12 anos. Não é meu estilo.
BGC30|Vocês já se sentiram como aqueles NPCs de RPGs de fantasia que ficam vagando por aí e... sei lá... só falam a mesma merda sem parar? Não? Eu também não.
BGC31|Meu irmão... ele tinha o futuro inteiro pela frente. Abreviação de vício. TODO MUNDO DANCE AGORA, BAH BAH BAH-BAH
BGC32|Pessoalmente, acho meio chato que seja "legal" ser nerd agora. Quando eu estava no ensino médio, com chapéus de bruxo e jogando LARP... Levei uma surra. Agora D&D está na moda!
BGC33|O que vocês acham das próximas eleições? Ah, ninguém vai responder? É, provavelmente é melhor assim. Não quero amigos repetidos.
BGC34|Ei, Ashley, acho que você precisa chamar um exterminador. Quando eu estava lá fora, pisei em algo que parecia muito com pele de cobra. Eu contaria para a Madison, mas, sabe, ela surtaria.
BGC35|Então, Katherine, você e eu nunca tivemos a chance de conversar. Conte-me sobre você.
BGC36|Eu te odeio tanto.
BGC37|Leah, alguém vai te perguntar hoje à noite se somos parentes? Alguém me perguntou se somos parentes.
BGC38|Ei, Amy, você é esperta pra caramba. Preciso fazer arte. Me diz... que tipo de arte fazer.
BGC39|Coisa estranha na garagem? Tudo que é estranho cabe na garagem! É para isso que serve uma garagem!
BGC40|SUUUAAvvvEEE BUNDA!
BGC41|Nossa, dá para ver a vizinhança inteira daqui de cima. Não é tão assustador, eu acho...
BGC42|Tem uma pizza neste telhado. Boa referência.
BGC43|O que está te deixando tímido? Vamos lá!
BGC44|E 3, 2, 1. Vamos abrir o lacre!
BGC45|Uau! A previsão é de céu nublado com possibilidade de bolas pretas, zorassss!
BGC46|Senta na secadora, moleque. Sente o ronco das suas bolas. Brincadeira, brincadeira.
BGC47|Mate a porra do meu gato e tente enterrar as evidências como em Making of a Murder, eu não acredito. É, é, você mata o meu gato, adivinha? Vocês, vadias, não têm mais casa.
BGC48|Claro que sim, isso vai ficar bem aqui. Vamos ver como eles gostam de um balde inteiro de 5W-vai-se foder na merda deles! Essa merda mentirosa e matadora de gatos... merda!
BGC49|Não, não, não, não! Onde diabos você nasceu? E quem naquele buraco inegável te ensinou que é normal mijar ao ar livre assim? Sabe de uma coisa, eu não me importo. Guarda esse pinto, cara!
BGC50|E aí, e aí, e aí! É hora da nossa competição de mijar! Você não pode mais fazer assim. Vamos lá, cara, fecha o zíper de novo!
BGC51|Ah, vamos lá, cara! Eu disse pra Madison que você era um cara legal! Ela nunca vai me perdoar por isso. Espero sua demissão do nosso Clube de Dungeons and Dragons e Donuts na sexta à noite AMANHÃ!
BGC52|Ah, que porra, cara! Esses são meus manos! Tenha respeito! Bom trabalho na depilação masculina, no entanto...
BGC53|Cara, cara! Escuta, você sabe que eu estava a fim de uma palhaçada com o que você tem por aí, mas... localização, localização, localização! ...E você ainda não me deu nenhuma dica de depilação masculina!
BGC54|Que bom que finalmente tem álcool nessa festa, mas o Frank pareceu bem irritado. Talvez alguém devesse... ah, de novo, É o Frank. Vamos nos divertir. Ele vai ficar bem. Provavelmente.
BGC55|Cara, eu adoraria dançar na pista, mas essa música... talvez se eles tocarem umas jams de verdade, eu consiga!
BGC56|Continue praticando esses passos. Talvez um dia você tenha o que é preciso para me conquistar.
BGC57|"Olha isso, cara. E tente não ficar boquiaberto. Caramba, eu sabia que devia ter entrado no concurso "Então Você Acha Que Sabe Dançar".
BGC58|Vamos lá, amiga. Dance. Me mostre do que você é feita! Ou você só estava falando bobagem? Com medo, Potter?
BGC59|Droga, cara! Você chama isso de dança? Estou com vergonha de estar do seu lado, cara!
BGC60|Uau! Bata esse pé direito! Espalhe pela cidade toda! Espalhe pela cidade toda!
BGC61|É isso aí, você gosta disso? Eu poderia vencer o Lich Rei! Eu poderia fazer o "verme em um dragão"! Eu poderia voar em volta de um poste de stripper de madeira entalhada! EU SOU O GRISVOLD!!!! ... O que há de errado com você?"
BGC62|Essa sim é alguém dedicado à sua paixão. Já tivemos uma competição completa hoje à noite, e eles AINDA estão praticando.
BGC63|Cara, você nem está tentando. Que diabos você está fazendo? Já dança!
BGC64|Aonde você iria? Tentando se rotular? Não, somos você e eu. Agora mesmo. Adivinha quem está por cima?
BGC65|Frank, porra, acho que isso nos deixa quites, mas nossa... você realmente deveria dar uma olhada. Isso NÃO é normal.
BGC66|Ah, qual é, cara! Eu não te convidei aqui para fazer papel de bobo! Que porra você está aprontando? Cala a boca, cara!
BGC67|Puta merda! Vou deixar vocês dois em paz. Cara, precisamos nos encontrar algum dia e discutir como você fica assim. Estou tentando ficar com esse visual há anos.
BGC68|Purgalicious é família para Eu... se alguma coisa acontecesse com meu pobre gatinho indefeso, principalmente depois de toda a merda que passei ultimamente, eu ia pirar de vez, cara.
BGC69|A Madison ama muito a arte dela, mas essa coisa de espírito animal está segurando ela. Tudo o que ela faz tem um guaxinim ou um pinguim.
BGC70|Manos antes das vadias, cara. Eu sigo esse código. No entanto, tenho muito respeito por alguém que sabe fazer o que diz. Já fui enganado muitas vezes por pessoas que eu achava que eram minhas amigas.
BGC71|Tenho que admitir, a banheira de hidromassagem parece terrivelmente relaxante. Aposto que esses jatos vão ajudar muito a aliviar meus músculos doloridos da academia.
BGC72|Puta merda, recebi uma chamada perdida do meu irmão. Espero que esteja tudo bem.
BGC73|É, a Madison e a Ashley têm um longo histórico de pregar peças uma na outra. E não estou falando de brincadeiras inofensivas de irmãs. Quer dizer, eu já vi a Ashley nua mais vezes do que a Madison. Ah. Não quero dizer que eu tenha algum motivo para ver a Madison nua.
BGC74|Amy? Desculpa, Vickie, mas você entendeu tudo errado. Não acho que ela seja tão louca quanto você pensa. Nem todo mundo é atriz pornô como você, sabia?
BGC75|Não fique pensando muito, Vickie...
BGC76|Eu... eu vou literalmente conversar com outra pessoa. Uhhh, eu... te vejo mais tarde. Uau! Tchau, Vicky.
BGC77|Parece que não sou a única por aqui mostrando um pouco de pele. O que aconteceu com você?
BGC78|É, Brittney? Sua amiga está mijando... em público!
BGC79|Vai nessa, garota, eu gosto desses movimentos!
BGC80|Que porra é essa, garota novata! Não sei de onde você vem, mas acho que você precisa voltar para lá.
BGC81|Puta merda, garota. Você vai subir aí e fazer isso aqui mesmo? Que coisa esquisita. Sua louca.
BGC82|Oooookay. Eu não esperava por isso. Droga, a Brittney tem umas amigas loucas.
BGC83|Puta merda! Vou deixar vocês duas em paz. Droga, eu NÃO esperava ver mais duas pessoas transando antes de sair de casa hoje!
BGC84|Uau, uau, uau, espera um minuto. É a Doja Cat?
BGC85|Te vejo mais tarde! Não se preocupe comigo! Estou bem! Esse comportamento é completamente normal!
BGC86|Quem é o Alex? Ele é tipo seu namorado, seu agente de condicional ou algo assim?
BGC87|Eu... tinha um gato. *SNIFF* Mas... ele está em um lugar melhor agora.
BGC88|Cara, você é mais rápido do que parece. Te pego na próxima!
BGC89|*Gritos*
BGC90|Ah, hum, são só as luzes acendendo e apagando. Não é nada.
BGC91|Estão todos bem?
BGC92|Parece que as luzes dos vizinhos estão acesas. Obviamente somos só nós. Cadê a caixa de disjuntores?
BGC93|Tudo bem, Pergalicious, o papai está aqui... em algum lugar.
BGC94|Vamos manter a calma, pessoal!
BGC95|Ei, cara. Eu sabia que era você. Essa lanterna não é das melhores, mas é melhor que nada, e parece que você é o único que consegue trazer a luz de volta.
BGC96|Ei. Eu sabia que era você. Essa lanterna não é das melhores, mas é melhor que nada, e parece que você é o único que consegue trazer a luz de volta.
BGC97|Quem era?
BGC98|O que está acontecendo aí? Você está bem?
BGC99|Espera aí, é você? Você está bem? Não conseguimos abrir a porta por este lado. Está emperrada.
BGC100|Whoouegch.
BGC101|Ei, cara, vejo que você está se acostumando. Vejo que você está com ótima aparência.
BGC102|Nossa, hum, não, isso não está chamando atenção nenhuma.
BGC103|Acho que estou tendo uma onda de calor. É possível? Homens também podem ter?
BGC104|Talvez o Patrick não esteja morto, e talvez, talvez não haja um assassino nesta casa, e talvez vocês dois estejam... talvez eu prefira não saber. Mas está ficando muito quente aqui.
BGC105|Certo. Peço desculpas. Vou procurar a Madison ou a Ashley e descobrir o que diabos está acontecendo.
BGC106|Ei, Madison? Você sabe o que aconteceu no... OH! Nossa...
BGC107|Ah, então é isso...
BGC108|Interessante. Muito interessante.
BGC109|Nossa, eu não sabia disso!
BGC110|Onde isso se encaixa?
BGC111|Tudo bem, Big D, é a sua hora de brilhar. Vamos consertar esse cano.
BGC112|Mmmph... Erghh... *grunhidos indistintos*
BGC113|Ei, assim que você encontrar algo para consertar essa pia, me avise para que possamos resolver isso.
BGC114|Ah! Anúncios idiotas! Isso é brincadeira ou algo assim?!
BGC115|Alguém tem uma chave inglesa? Mesmo eu segurando bem, não é o suficiente.
BGC116|Alguém mais gostaria de ter um trabalho onde pudesse estar no escritório e festejar ao mesmo tempo? ...Bem, essa foi sutil.
BGC117|Alguém mais sente que esta noite não tem fim?
BGC118|Alguém sabe como funcionam as planilhas? Porque eu... tenho perguntas.
BGC119|Ultimamente, tenho praticado minhas habilidades de digitação digitando "pato", "caminhão" e "pau" o mais rápido que posso. Estou chegando a 35 palavras por minuto!
