[General]
Name|Frank
BGC14|Não, um guaxinim mora dentro da secadora. Acho que ele entrou no detergente porque tem toda essa espuma em volta da boca. Ele não gostou quando eu peguei a secadora... ei, está quente aqui para você?
BGC15|Parece bom para mim. É... você está ótima.
BGC16|Só estou falando o que eu vejo. Você parece saber mesmo lidar com preguiçosos, naves espaciais e coisas do tipo. Não foi minha intenção insultá-lo, meu Deus. Mas... continue falando assim comigo.
BGC17|Olha, moça, eu não sei o que é "metros quadrados", mas já que estamos falando de pés, preciso que você garanta que este lugar terá espaço mais do que suficiente para chutes circulares e outras atividades relacionadas a chutes. Porque eu sou um chutador... Ah, merda, preciso ir. Te ligo mais tarde.
BGC18|Leeahhh, é o Sensei Frank. Vim me desculpar, ou sei lá. Aonde diabos você foi? Não sabe como me sinto vulnerável agora? Não me desculpo com ninguém desde 2009. Leah?
BGC19|Você está morto, seu babaca!
BGC20|Ah, é, gata, mostra a eles o que você tem! Vai fundo, Frankie!
BGC21|Desculpa, mana, não tem como eu parar esse trem quando ele começar a andar. Mas tudo bem, diga o que você tem a dizer.
BGC22|O que isso significa? Eu não estava estragando a festa.
BGC23|Ah, bem... Quer dizer... contanto que eu continue recebendo crédito por manter essa festa com classificação indicativa livre, acho que não vejo problema nisso. Acho que sim.
BGC24|Porra... isso pode afetar minhas avaliações online. As pessoas podem não querer vir ao Frankie's Fuckaround Club se acharem que eu não sou um chutador de bundas 5 estrelas confiável.
BGC25|Não sei, eu costumo descer, mas estava me sentindo um pouco confusa. Pode ser porque essa cobra está começando a ficar um pouco apertada no meu pescoço. Deixa eu só... dançar um pouquinho mais. É claro que ela vai se soltar.
BGC26|PHUH! Eu sou um s-sexy... uuuuppphh!
BGC27|Ei, sou um assaltante querendo te roubar ou estuprar. Prepare-se para o combate físico.
BGC28|Vamos lá, parceiro, me bate logo!
BGC29|Ah, não, parece que você encontrou seu lado zen. Como um criminoso idiota, eu nunca poderia ter previsto isso.
BGC30|Ataques tão poderosos, impulsionados apenas pelo seu desejo de se defender e defender os outros. Leah, isso está começando a doer de verdade. Minha cabeça está ficando tonta.
BGC31|Sou sexy demais para essas calças, sexy demais para esse teto. Essa cobra, é apertada demais para o meu pescoço, apertada demais para o meu pescoço, droga...
BGC32|Ah, por favor, alguém me ajuda! A Leah fala línguas e tenta me dar de comer para uma cobra! Ela chegou ao extremo! Alguém me ajuda!
BGC33|Tudo bem... canalize seu documentário sobre a natureza interior, Frankie. Saiam daqui, babacas, eu já estou morr... Droga, concentrem-se no jogo!
BGC38|Uggghh... você está morto, babaca!
BGC39|Mwaaahaha...
BGC40|É melhor você estar inspecionando o bom irmão da China. Todo o resto aí... tire as mãos.
BGC41|É por isso que eu adoro patrulhas. Nunca se sabe que tipo de loucura vai rolar. Mas deixa esse canhão de mijo aí, cara. Esses sapatos são novos.
BGC42|Cara, guarda isso! Qual é o seu problema?
BGC43|Eu? Estou bem, cara. Nunca estive melhor. Melhor assim... bunda. A propósito, você está sentindo cheiro de torrada e geleia? Ou é só sangue?
BGC44|Ainda assim, cara. Não consigo olhar vocês dois nos mesmos olhos ao mesmo tempo. Merda, talvez eu precise me sentar... porque... uhuu ... Porque... n-nós não queremos te deixar com ciúmes. ... Cara, minha cabeça está doendo.
BGC45|Steve, é você? Não te vejo desde que você enfiou aquele vibrador Master Series Fist Dildo na minha bunda, na traseira do Jeep Cherokee do Karl. Espera, espera... isso foi ontem?
BGC46|Não, não, não, cara. Não tenha medo. Eu tirei os monstros de lá, sem problemas. Só tome cuidado... os goblins estão sempre de olho.
BGC47|Cara! Por que você está vestido assim no meio do Ártico? Você não conhece os macacos de cerveja congelada? Porque... n-nós não queremos deixá-los com ciúmes. ... Cara, minha cabeça está doendo.
BGC48|Eu tenho BOLAS GRANDES e não consigo mentir. É, vocês outros caras não podem negar... quando eu dou um tapinha nas suas costas, tiro essa rola louca e jogo na sua caneca, você simplesmente... goza. Hahaha, porra, estou com tesão, cara.
BGC49|Cara assassino... você é meu novo bombeiro favorito. Eu vou falhar, parar e dançar para você qualquer dia. Mas você pode muito bem trabalhar para aumentar esse saco de feijão...
BGC50|Ooooh, é hora do banho?! Rub-a-dub dub Frankie, entra na banheira. Rub-a-dub dub Frankie, entra na sua banheira... Eu estou com as bolhas, baby...
BGC51|Xixi, é assim que eu vou ficar limpo, mesmo nesta festa hoje à noite! É, glub glub. Queria ter uma banheira, mas acho que está tudo bem!
BGC52|Não, não! O Sr. Sassafras não faria isso. Ele n-não... não! Cale a boca! Ele nem conheceu o Chefe Escoteiro. O cara tá na ilha da batata, cara... você é um retardado de merda ou... ei, ei! Tá, não, foi mal. Estou bem, desculpe, desculpe. Esqueci todas as minhas palavras gentis. Foi mal.
BGC53|Escuta, cara. Eu não vou ficar sentado nessa cadeira dura, beliscando meus enormes estalos de carne sem motivo. Nenhum babaca vai chegar de fininho e beber aquele elixir do diabo. Qualquer um que tentar... vai morrer antes mesmo de tocar na garrafa.
BGC54|Veio elogiar minhas enormes e suculentas frutas vermelhas? Não precisa ser tímido. Eu vi você olhando para a cintura pressionando meu short. Não, não, não, eles não são tão grandes quanto você pensa. Eles são maiores.
BGC55|É uma bênção e uma maldição. Por um lado, as mulheres me adoram. Por outro, meus peitos enormes batem nas minhas coxas, irritam com o suor e apertam desconfortavelmente o tempo todo, cara. E eu nem quero falar sobre por que não ando mais em montanhas-russas.
BGC56|Que porra é essa? Ah, espera. Já entendi. Você achou que ia me surpreender com esse tamanho? HAHAHAHA! Boa tentativa, cara, mas eu ganhei.
BGC57|Ah... agora você acha que tem o que é preciso para competir com o Frankie, o Pugilista? Seu papo é de um cara comum, e neste mundo... comum não é nada. Embora... seu visual masculino esteja perfeito. Alguém já te disse isso antes?
BGC58|Olha, agora esse cavalheiro entendeu. Existem outras maneiras de se divertir em uma festa sem beber, pessoal! Vocês podem pegar um bom exemplo desse cara aqui. Ele não bebeu nada a noite toda e, mesmo assim, continua agindo como um babaca na pista de dança.
BGC59|O idiota do Derek com seu apito enorme e idiota acha que é melhor que eu. Vou mostrar para ele. Vou mostrar para todos vocês, seus filhos da puta! Ninguém faz o Frank parecer idiota. Cai fora, preciso ligar para a minha mãe e conversar sobre isso.
BGC60|Sou sexy demais para a minha blusa. Sexy demais para a minha blusa, tão sexy que... arrasou.
BGC61|Espero que esteja pronto para isso. Se tem uma coisa que o Franky, o Punho, é bom em fazer amor, cara.
BGC62|Acha que aguenta isso? Hum?
BGC63|Estou começando a ficar de saco cheio dessa sua merda, cara. É melhor parar com isso. Estou te avisando...
BGC64|Que porra é essa, cara! Meus olhos! Vou ficar marcado para o resto da vida com essa merda...
BGC65|Cara, policiar essa festa é muito cansativo. Virei a noite passada vendo essa cam girl brincar com seus novos prendedores de peitos enquanto o namorado dela a chupava por trás. Estou esgotado pra caralho, cara. Literalmente.
BGC66|Não. Não seria justo com vocês se eu simplesmente abandonasse meu posto.
BGC67|Eu só queria que essas festas fossem mais emocionantes para eu poder me satisfazer enquanto estou em patrulha. ISSO sim seria incrível. Você pensaria que coisas mais interessantes aconteceriam em uma festa em casa, mas é tudo a mesma merda de sempre. Talvez alguém, um dia, apareça e mude isso.
BGC68|Cara, clubes de peitinhos são os melhores. Eu poderia passar o resto da minha vida assistindo garotas gostosas peladas dançando. E... os bufês também são muito bons. Quando o Clube do Frankie Putoso se tornar uma doce, doce realidade, estarei coberto de filhos da puta sensuais e cheios de tesão 24 horas por dia, 7 dias por semana. ...E asas de frango.
BGC69|Você nunca lutou de verdade com um homem até lutar com ele nu. Uma luta séria de dominação cara a cara, em qualquer outra forma, simplesmente não dá à batalha o devido respeito. Não é uma batalha de verdade se suas bolas não estiverem se tocando.
BGC70|Devido às minhas bolas de tamanho sobrenatural, posso sobreviver por mais de uma semana sem comida ou água, dependendo de quantas vezes eu me masturbo, obviamente. Acho que tem um supositório de água aí em algum lugar. Nunca se sabe. Minhas bolas desenvolvem novas habilidades o tempo todo.
BGC71|Olha, só estou dizendo que não acho irracional pedir a qualquer um dos convidados aqui que faça uma busca completa na cavidade se eu suspeitar que eles têm álcool. Madison não gostou muito da ideia, mas ainda estou trabalhando nisso. Acho que ela vai se acostumar até o fim da noite.
BGC72|Eu varri a casa toda mais cedo, juntei todo o álcool e coloquei neste armário para poder ficar de olho. Também peguei uma garrafa térmica daquela Rachael. Simplesmente... parecia suspeito. Melhor prevenir do que remediar. De nada.
BGC73|O quê? Ah, eu sabia que aquele babaca estava escondendo algo de mim. Ele tem sorte de eu não ter provas concretas, ou eu estaria batendo a cara dele no chão agora mesmo. Certo, prestem atenção, pessoal! Qualquer evidência de consumo de bebida alcoólica deve ser relatada imediatamente ao velho Frankie! Não mintam para mim, pessoal. Minhas bolas vão saber. Elas formigam... como quando vai chover.
BGC74|Nossa. É isso que eu gosto de ver. É preciso amar a confiança de uma mulher que não tem medo de se exibir daquele jeito. Na maioria das vezes, quando tento mostrar às pessoas toda a comoção sobre minhas bolas, acabo algemada. Maldito padrão duplo.
BGC75|É, gata. Vamos ficar um pouco nuas hoje à noite. Viu, é disso que estou falando aqui. É por isso que o Frankie's Putoso Club vai ser o máximo!
BGC76|A Wyona tem um grande castor marrom e está exibindo para todas as amigas!
BGC77|Tetaaaassss!
BGC78|"E aí, alguém aí se interessa por criptomoedas? Sabem que eu tenho minha própria moeda, né? Chama-se "Dudecoin". Vou te contar. Vai ser a próxima febre. Vocês deviam comprar agora, antes que exploda."
BGC79|O Clube do Frankie vai ser a melhor coisa que aconteceu nessa cidade. Sabem? Teremos as melhores strippers, lutadoras e strippers que esse mundo já viu. Se quiserem um ingresso para a inauguração, me avisem. Prefiro dinheiro, mas também aceito Visa, Mastercard e Dudecoin.
BGC80|Primeiro foi o Bitcoin. Depois veio o Dogecoin. Agora tem o Dudecoin. Assim que a Vickie Vixen aprovar minha nova criptomoeda, vai ser a melhor do mercado!
BGC81|Nossa, cara! Minha nova criptomoeda está bombando! O Dudecoin subiu 27 centavos desde esta manhã. Nesse ritmo, serei milionário até o final da semana.
BGC82|"Por que decidi começar minha própria criptomoeda? Que bom que você perguntou, cara. Aparentemente, um amigo meu acha que eu falo muito a palavra 'cara'. Não sei, não o ouço, mas tudo bem. Enfim, ele disse: "Se eu ganhasse um níquel para cada vez que você dissesse 'cara', eu seria rico", e eu pensei: "Espere um minuto. E se *eu* pudesse ganhar um níquel para cada vez que eu dissesse 'cara'?" Quer dizer, é assim que a criptomoeda funciona, certo? O Dudecoin nasceu naquele mesmo dia. O resto é história. Mas o futuro também, porque ele ainda não decolou."
BGC83|É melhor você ficar só olhando para a linda chinesa. Todo o resto aí... tire as mãos.
BGC84|Olha, é POR ISSO que eu adoro patrulhar festas em casa. Nunca se sabe que tipo de loucura vai acontecer. Mas, ei... se cair xixi nesses tênis novos, cara, vamos ter um problema.
BGC85|Que porra de resposta foi essa? Quem a Srta. Doja pensa que é para falar comigo desse jeito? Ninguém tira sarro da cúpula perfeitamente esculpida do Frankie, o Punho de Ferro. Precisei remover alguns centímetros da minha cabeça do lado direito para ficar com essa aparência perfeitamente simétrica. Certo, calma, Frankie. Provavelmente é só um mal-entendido. Vocês precisam conversar sobre isso de novo mais tarde e esclarecer as coisas.
BGC86|Maldita Srta. Cat e suas respostas perfeitas. Que porra é alopecia, afinal? Eu não tenho nenhuma DST! Droga, por que não consigo pensar em respostas perfeitas assim? Talvez ela entenda meu ponto. Preciso pensar em uma boa. Vou mostrar a ela. Eu só... preciso pensar um pouco. Talvez eu ligue para minha mãe.
BGC87|Certo, todos os fãs da Doja Cat! Ela acabou de sair daqui! Repito, ela acabou de sair daqui!
BGC88|Preciso de ajuda aqui! Essas aberrações estão fora de controle! Depressa! Meus chuveiros não vão segurá-los por muito tempo!
BGC89|SENHORITA GATO! SENHORITA GATO! ...Nossa. Espera aí. O que você estava fazendo? ...AH QUE SE IMPORTA! NÃO TEM TEMPO PARA ISSO! NÃO CONSEGUIMOS MAIS SEGURÁ-LOS. A LEAH FOI INFECTADA PELA SUA MÚSICA E ENLOUQUECEU, E MINHA MÃO ESTÁ DOENDO DE TODOS ESSES CHUVEIROS. PRECISAMOS TIRAR VOCÊ DAQUI!
BGC90|Droga, agora vou ter que fazer uma lista de quem foi travesso e quem foi bonzinho! Tanto poder...
BGC91|Queimou um fusível ou algo assim? Este quebra-nozes é mais pesado do que eu pensava, e meus sinos de prata estão ficando maiores. Ligue a energia de novo antes que minha sacola de presentes fique ainda maior.
BGC91|Queimou um fusível ou algo assim? Este quebra-nozes é mais pesado do que eu pensava, e meus sinos de prata estão ficando maiores. Liguem a energia de novo antes que minha sacola de presentes fique ainda maior. BGC92|Feliz Natal a todos. E um feliz... FODA!
BGC93|Sério, cara? Você se acha durão? Você tem sorte de eu estar de plantão, senão eu te mostraria.
BGC94|Ei, cuidado! Essas coisas são perigosas. Meu primo Tony morreu em um acidente com uma bola de neve alguns anos atrás. Isso ainda... me assombra.
BGC95|Por favor, Srta. Robinson! Eu não quero comer neve amarela de novo!
BGC96|Finalmente! Aqui está Frankie em toda a sua glória!
BGC97|Que porra é essa?
BGC98|Que porra é essa?
BGC99|Não, acho que não quero dormir na barraca dele.
BGC100|Eles desligaram a energia? Como puderam desligar a energia?! Animais do caralho! ...Tudo bem, Frankie. Respire fundo, cara.
BGC101|Ei, seus babacas, só porque a luz está apagada não significa que eu não esteja verificando o álcool. As bolas do Frankie vão avisá-lo se algum de vocês chegar perto da janela!
BGC102|Ei! Parem com isso.
BGC103|Líder de escoteiros, o que você quer que eu faça agora? ...Ei, espera. Que porra é essa? Tira essa luz da minha cara e dá um jeito de acender a luz de novo.
BGC104|Que porra é essa! Essa porra da porta está trancada? Seu filho da puta!
BGC105|Ei, você está aí? Diga alguma coisa!
BGC106|Não sei, minhas bolas estão formigando, mas tem alguma coisa errada. Eu tenho certeza.
BGC107|Ah, merda. Quase sinto pena desse babaca inútil. Sabe por quê? Porque quando o velho Frankie descobrir quem é o maricas enrugado que fez isso, ele vai arrancar as costelas dele uma por uma!
BGC108|Okay, John McTaint, vem cá. Você está preso agora. Não tem como escapar, babaca!
BGC109|Só estou dizendo: como aquele babaca mascarado saiu da garagem depois da surra? Quero saber para poder esperar por ele na próxima vez que tentar.
BGC110|Não pode ser coincidência que aquela Liz tenha aparecido logo antes do Patrick morrer. Quem diabos a convidou? Com aquela bundinha apertada, e aquele b... aquela lupa enorme.
BGC111|Bem-vindos às notícias do Frankie! Sabem o que o Frankie pensa? Aquele cara que convidou o Derek me parece muito suspeito.
BGC112|Bem-vindos às notícias do Frankie! Sabem o que o Frankie pensa? Aquela garota nova que convidou a Brittney, aquela vagabunda, ela me parece muito suspeita.
BGC113|Eu sei quem fez isso. Foi o Patrick... espera, então como ele cortou a cabeça e colocou no congelador... Merda! Droga! Achei que tinha descoberto.
BGC114|Ah! Frankie resolve o mistério! Entendi! Foi a Katherine, na garagem, com um martelo!
BGC115|Vou descobrir quem fez isso. Mas estou de olho em você. Ela é sempre a gostosa quando você menos espera!
BGC116|Eu sei, eu sei, eu sei! Foi a Leah. Ela está por trás de tudo isso!
BGC117|Você viu sua chance de derrotar o mestre e ganhar o título.
BGC118|Você tem que ver as coisas da minha perspectiva.
BGC119|Acho que entendi. Só pode ser um de nós. Alguém que odeia o Patrick e aproveita qualquer oportunidade para bater nele. Alguém tão bom que convenceu todo mundo, inclusive a si mesmo. Deve ter sido eu. Devo ter sido eu quem matou aquele pobre coitado alcoólatra. Mas por quê? Por que eu fiz isso? Espera, como eu fiz isso? Eu estava no meio de um apagão. Sou meu próprio álibi! Não fui eu! Não sei quem fez isso, mas não fui eu!
BGC120|Que porra você está fazendo? Tentando impressionar todo mundo tirando a camisa? Cara, eu ainda estou aqui, você não pode competir comigo.
